title;platform;score_phrase;score;genre;editors_choice;release_year
NASCAR 08;PlayStation 3;Mediocre;5;Racing;N;2007
Sid Meier's Civilization IV: Beyond the Sword;PC;Great;8.9;Strategy;Y;2007
NASCAR 08;Xbox 360;Mediocre;5;Racing;N;2007
Final Fantasy II;PlayStation Portable;Okay;6.1;RPG;N;2007
Super Contra;Xbox 360;Mediocre;5.7;Action;N;2007
Alien Syndrome;Wii;Mediocre;5.5;Action/RPG;N;2007
Brave Story: New Traveler;PlayStation Portable;Good;7.3;RPG;N;2007
The Simpsons: Minutes to Meltdown;Wireless;Okay;6;Action;N;2007
Shin Megami Tensei: Persona 3;PlayStation 2;Great;8.3;RPG;N;2007
Riviera: The Promised Land;PlayStation Portable;Okay;6.2;RPG;N;2007
Yie Ar Kung Fu;Xbox 360;Bad;4;Fighting;N;2007
Guitar Hero Encore: Rocks the 80s;PlayStation 2;Good;7.2;Music;N;2007
All-Pro Football 2K8;Xbox 360;Good;7.6;Sports;N;2007
Vampire Rain;Xbox 360;Painful;2.9;Action;N;2007
All-Pro Football 2K8;PlayStation 3;Good;7.6;Sports;N;2007
Silent Debuggers;Wii;Bad;4.5;Shooter;N;2007
Geometry Wars: Retro Evolved Mobile;Wireless;Good;7.5;Shooter;N;2007
Balloon Fight;Wii;Okay;6;Action;N;2007
Call for Heroes: Pompolic Wars;PC;Unbearable;1.2;Action/RPG;N;2007
Blast Factor: Advanced Research;PlayStation 3;Good;7.3;Shooter;N;2007
Jeanne d'Arc;PlayStation Portable;Amazing;9;Strategy/RPG;Y;2007
Metroid;NES;Great;8;Action;N;2007
Metroid;Wii;Great;8;Action/Adventure;Y;2007
Escape from Bug Island;Wii;Bad;4;Action;N;2007
Ultimate Puzzle Games: Sudoku Edition;Nintendo DS;Good;7;Puzzle;N;2007
Madden NFL 08;PlayStation 3;Good;7.7;Sports;N;2007
Professor Fizzwizzle;Wireless;Good;7.8;Puzzle/Adventure;N;2007
Attack on Pearl Harbor;PC;Bad;4.6;Flight;N;2007
Platinum Sudoku;Nintendo DS;Good;7.5;Puzzle;N;2007
Digital Chocolate Cafe;Wireless;Amazing;9.5;Party;Y;2007
Adventures of Lolo;Wii;Great;8;Puzzle/Adventure;Y;2007
Adventures of Lolo;NES;Great;8;Puzzle;Y;2007
Tomb Raider: Legend (3D Edition);Wireless;Good;7;Adventure;N;2007
Shrek the Third;Nintendo DS;Good;7;Action;N;2007
Street Fighter II: The World Warrior [2007];Wireless;Good;7.5;Fighting;N;2007
Sword of the New World: Granado Espada;PC;Okay;6.5;RPG;N;2007
World Series of Poker: Pro Challenge;Wireless;Great;8;Card;Y;2007
Crazy Taxi: Fare Wars;PlayStation Portable;Good;7.5;Racing/Action;N;2007
Heroes of Mana;Nintendo DS;Great;8;RPG;N;2007
Piyotama;PlayStation 3;Good;7.5;Puzzle;N;2007
NHRA: Countdown to the Championship;PlayStation 2;Good;7.4;Racing;N;2007
Blast Factor Multiplayer Pack;PlayStation 3;Okay;6.5;Shooter;N;2007
Galaga '90;Wii;Great;8;Shooter;N;2007
Wave Race 64;Wii;Amazing;9;Racing;Y;2007
Surviving Hollywood;Wireless;Great;8;Adventure;Y;2007
Star Soldier;Wii;Mediocre;5;Shooter;N;2007
Drop Off;TurboGrafx-16;Awful;3.5;Puzzle/Action;N;2007
Drop Off;Wii;Awful;3.5;Puzzle/Action;N;2007
Harvest Moon Boy & Girl;PlayStation Portable;Good;7.1;RPG;N;2007
Spider-Man 3 Puzzle;Wireless;Mediocre;5.5;Puzzle;N;2007
Carnival Games [Digital Chocolate];Wireless;Bad;4;Party;N;2007
Spyglass Board Games;Xbox 360;Bad;4.5;Board;N;2007
Dynasty Warriors DS: Fighter's Battle;Nintendo DS;Mediocre;5.9;Action;N;2007
Galaga '90;TurboGrafx-16;Great;8;Shooter;N;2007
Track & Field;Xbox 360;Okay;6;Sports;N;2007
B-17:  Fortress in the Sky;Nintendo DS;Bad;4;Flight/Action;N;2007
Dynamite Headdy;Wii;Good;7.5;Platformer;N;2007
Dynamite Headdy;Genesis;Good;7.5;Platformer;N;2007
Glory Days 2;Nintendo DS;Great;8;Action;N;2007
Rugby 08;PlayStation 2;Great;8.2;Sports;N;2007
Kirby's Dream Course;Wii;Good;7.5;Sports/Action;N;2007
Marathon: Durandal;Xbox 360;Good;7.4;Shooter;N;2007
Ratatouille;PlayStation 2;Okay;6.5;Action;N;2007
Ratatouille;GameCube;Okay;6.5;Action;N;2007
The Bourne Ultimatum;Wireless;Mediocre;5.2;Action;N;2007
Kirby's Dream Course;Super NES;Good;7.5;Sports/Action;N;2007
Devil's Crush;Wii;Good;7.5;Pinball;N;2007
UFO: Extraterrestrials;PC;Mediocre;5.9;Strategy;N;2007
Picross DS;Nintendo DS;Amazing;9;Puzzle;Y;2007
BioShock;Xbox 360;Amazing;9.7;Shooter;Y;2007
BioShock (Limited Edition);Xbox 360;Amazing;9.7;Shooter;Y;2007
Fatal Fury: Battle Archives Volume 1;PlayStation 2;Okay;6.8;Fighting/Compilation;N;2007
Cratermaze;Wii;Okay;6.5;Action;N;2007
Madden NFL 08;Nintendo DS;Good;7.4;Sports;N;2007
Cratermaze;TurboGrafx-16;Okay;6.5;Action;N;2007
Drake & Josh: Talent Showdown;Nintendo DS;Awful;3.5;Action;N;2007
Triple Scoop Twist;Wireless;Great;8.5;Simulation;Y;2007
Blue Dragon;Xbox 360;Good;7.9;RPG;N;2007
Hexic 2;Xbox 360;Okay;6.5;Puzzle;N;2007
Luminous Arc;Nintendo DS;Good;7.5;Strategy;N;2007
Madden NFL 08;Xbox;Good;7.9;Sports;N;2007
Mega Man Star Force: Leo;Nintendo DS;Mediocre;5.2;RPG;N;2007
High School Musical: Makin' the Cut!;Nintendo DS;Good;7.5;Music;N;2007
Mega Man Star Force: Pegasus;Nintendo DS;Mediocre;5.2;RPG;N;2007
Boogie (Game & Microphone);Wii;Bad;4.5;Music;N;2007
Madden NFL 08;PlayStation Portable;Good;7.7;Sports;N;2007
Madden NFL 08;GameCube;Good;7.6;Sports;N;2007
Labyrinth;Nintendo DS;Bad;4;Puzzle/Action;N;2007
Worms 2007 (2D Edition);Wireless;Good;7.9;Strategy;N;2007
Madden NFL 08;PlayStation 2;Good;7.9;Sports;N;2007
Mega Man Star Force: Dragon;Nintendo DS;Mediocre;5.2;RPG;N;2007
AMF Bowling Deluxe 3D;Wireless;Good;7;Sports;N;2007
Madden NFL 08;Wii;Great;8.5;Sports;Y;2007
Madden NFL 08;Xbox 360;Great;8.7;Sports;Y;2007
Tiger Woods PGA Tour 08;Xbox 360;Great;8.5;Sports;Y;2007
Street Trace: NYC;Xbox 360;Mediocre;5;Racing;N;2007
Medal of Honor: Airborne;Wireless;Good;7.9;Shooter;N;2007
Tiger Woods PGA Tour 08;PlayStation 3;Great;8.5;Sports;Y;2007
Instinct;PC;Unbearable;1.7;Shooter;N;2007
Tom Clancy's Ghost Recon Advanced Warfighter 2;PlayStation Portable;Okay;6;Shooter;N;2007
Dead Reefs;PC;Bad;4;Adventure;N;2007
Metroid Prime 3: Corruption;Wii;Amazing;9.5;Action/Adventure;Y;2007
Heavenly Sword;PlayStation 3;Good;7;Action;N;2007
Naruto: Ultimate Ninja Heroes;PlayStation Portable;Good;7.7;Fighting;N;2007
Tom Clancy's Ghost Recon Advanced Warfighter 2;PlayStation 3;Great;8.3;Shooter;N;2007
Madden NFL 08;Wireless;Great;8;Sports;Y;2007
Bratz Ponyz;Nintendo DS;Okay;6;Virtual Pet;N;2007
LEGO Star Wars II: The Original Trilogy;Wireless;Okay;6.5;Action/Adventure;N;2007
Wave Blazer;Wireless;Okay;6.5;Racing;N;2007
Brain Age 2: More Training in Minutes a Day;Nintendo DS;Great;8;Educational/Puzzle;N;2007
NCAA Football 08;Wireless;Good;7;Sports;N;2007
Super Metroid;Wii;Amazing;9.5;Action/Adventure;Y;2007
BioShock;PC;Amazing;9.7;Shooter;Y;2007
BioShock (Limited Edition);PC;Amazing;9.7;Shooter;Y;2007
Ecco the Dolphin;Xbox 360;Okay;6;Action;N;2007
Rune Factory: A Fantasy Harvest Moon;Nintendo DS;Great;8.4;RPG;Y;2007
ER Rush;Wireless;Great;8;Action;Y;2007
Tomb Raider Anniversary;PlayStation Portable;Good;7.8;Adventure;N;2007
Pet Alien;Nintendo DS;Mediocre;5;Puzzle/Action;N;2007
Dungeons & Dragons Tactics;PlayStation Portable;Okay;6.5;RPG;N;2007
Stuntman: Ignition;Xbox 360;Good;7.1;Racing/Action;N;2007
Tekken 5: Dark Resurrection Online;PlayStation 3;Good;7;Fighting;N;2007
Stuntman: Ignition;PlayStation 2;Good;7;Racing/Action;N;2007
MotoGP '07;Xbox 360;Good;7.7;Racing;N;2007
Worms: Open Warfare 2;Nintendo DS;Great;8.7;Strategy;Y;2007
Dynasty Warriors: Gundam;PlayStation 3;Okay;6.8;Action;N;2007
Stuntman: Ignition;PlayStation 3;Good;7.1;Racing/Action;N;2007
Dynasty Warriors: Gundam;Xbox 360;Okay;6.8;Action;N;2007
John Woo Presents Stranglehold;Xbox 360;Great;8.1;Action/Adventure;N;2007
DK Jungle Climber;Nintendo DS;Great;8;Action;N;2007
Streets of Rage 2;Xbox 360;Good;7.3;Action;N;2007
Super Puzzle Fighter II Turbo HD Remix;PlayStation 3;Great;8.5;Puzzle;Y;2007
Lair;PlayStation 3;Bad;4.9;Action;N;2007
Dragoneer's Aria;PlayStation Portable;Mediocre;5.5;RPG;N;2007
Super Puzzle Fighter II Turbo HD Remix;Xbox 360;Great;8.5;Puzzle;Y;2007
Wild ARMs 5;PlayStation 2;Good;7.3;RPG;N;2007
Tiger Woods PGA Tour 08;Wii;Good;7.1;Sports;N;2007
Tiger Woods PGA Tour 08;Nintendo DS;Great;8.3;Sports;N;2007
Turn It Around!;Nintendo DS;Awful;3;Puzzle/Action;N;2007
Super C;Wii;Good;7.5;Action;N;2007
Space Giraffe;Xbox 360;Bad;4.7;Shooter;N;2007
Monster Hunter Freedom 2;PlayStation Portable;Great;8.3;Action;N;2007
Warhawk;PlayStation 3;Great;8.8;Flight/Action;Y;2007
Guitar Legend: Get On Stage;Wireless;Good;7.5;Music;N;2007
Skate;Xbox 360;Amazing;9;Sports;Y;2007
Neutopia;Wii;Good;7.5;Action/Adventure;N;2007
Two Worlds;Xbox 360;Okay;6.8;RPG;N;2007
Rise of the Lost Empires;Wireless;Great;8.5;Strategy;Y;2007
World in Conflict;PC;Amazing;9.3;Strategy;Y;2007
Metropolismania 2;PlayStation 2;Painful;2.1;Simulation;N;2007
Skate;PlayStation 3;Great;8.8;Sports;Y;2007
Cyberball 2072;Xbox 360;Mediocre;5;Sports/Action;N;2007
Gravity Blast;Wireless;Good;7;Action;N;2007
Super Monkey Ball Tip 'n Tilt;Wireless;Okay;6.5;Puzzle/Action;N;2007
Dead Head Fred;PlayStation Portable;Great;8.3;Action;N;2007
Donkey Kong Jr. Math;Wii;Awful;3;Educational/Action;N;2007
Donkey Kong Jr. Math;NES;Awful;3;Educational/Action;N;2007
Fatal Fury Special;Xbox 360;Okay;6.7;Fighting;N;2007
Dirt;PlayStation 3;Great;8.4;Racing;Y;2007
Eternal Sonata;Xbox 360;Great;8.3;RPG;N;2007
Syphon Filter: Dark Mirror;PlayStation 2;Great;8;Action;N;2007
Landstalker: The Treasures of King Nole;Wii;Good;7.5;Action/RPG;N;2007
Combat Mission: Shock Force;PC;Mediocre;5.2;Strategy;N;2007
Sonic the Hedgehog 2;Xbox 360;Good;7.9;Platformer;N;2007
Pony Friends;Nintendo DS;Good;7;Virtual Pet;N;2007
Coinundrum;Wireless;Good;7;Puzzle;N;2007
Pandemonium;Wireless;Okay;6;Platformer;N;2007
Medal of Honor: Airborne;PC;Good;7.9;Shooter;N;2007
Stuntman: Ignition;Wireless;Okay;6.5;Racing/Action;N;2007
Vegas Casino;Nintendo DS;Painful;2;Casino;N;2007
Breath of Fire II;Wii;Great;8;RPG;N;2007
Breath of Fire II;Super NES;Great;8;RPG;N;2007
Medal of Honor: Airborne;Xbox 360;Good;7.9;Shooter;N;2007
High School Musical;Wireless;Awful;3;Music/Action;N;2007
MotoGP '07;Wireless;Good;7.5;Racing;N;2007
PixelJunk Racers;PlayStation 3;Mediocre;5.2;Racing;N;2007
NHL 2K8;Xbox 360;Great;8.5;Sports;Y;2007
Sonic the Hedgehog 3;Wii;Amazing;9;Platformer;Y;2007
Worms: Open Warfare 2;PlayStation Portable;Great;8.3;Strategy;N;2007
Fatal Inertia;Xbox 360;Okay;6;Racing/Action;N;2007
Skate;Wireless;Great;8;Sports;Y;2007
Two Worlds;PC;Good;7.3;RPG;N;2007
Naruto: Uzumaki Chronicles 2;PlayStation 2;Mediocre;5;Action;N;2007
Pirate Poppers;Wireless;Mediocre;5.5;Action;N;2007
The Settlers;Nintendo DS;Bad;4;Strategy;N;2007
NHL 08;PlayStation 3;Great;8.6;Sports;Y;2007
NHL 08;Xbox 360;Great;8.9;Sports;Y;2007
Drawn to Life;Nintendo DS;Good;7.9;Platformer;N;2007
Medieval II: Total War Kingdoms;PC;Great;8.4;Strategy;N;2007
Tiger Woods PGA Tour 08;PlayStation 2;Okay;6.7;Sports;N;2007
1 vs. 100;Wireless;Good;7.5;Trivia;N;2007
SingStar '80s;PlayStation 2;Good;7.5;Music;N;2007
SingStar Amped;PlayStation 2;Good;7.5;Music;N;2007
Neutopia;TurboGrafx-16;Good;7.5;Adventure;N;2007
Classic MiniGolf 3D;Wireless;Mediocre;5;Sports;N;2007
Digimon World: Dawn;Nintendo DS;Good;7;RPG;N;2007
Digimon World: Dusk;Nintendo DS;Good;7;RPG;N;2007
Warriors Orochi;PlayStation 2;Okay;6;Action;N;2007
MySims;Nintendo DS;Okay;6.9;Simulation;N;2007
Yoshi's Story;Wii;Okay;6;Platformer;N;2007
MySims;Wii;Good;7;Simulation;N;2007
Coded Arms Contagion;PlayStation Portable;Mediocre;5.8;Shooter;N;2007
FOX Moto GP 3D;Wireless;Okay;6.7;Racing;N;2007
Family Guy: Stewie's Arsenal;Wireless;Okay;6;Action;N;2007
High Stakes on the Vegas Strip: Poker Edition;PlayStation 3;Okay;6.5;Card;N;2007
Adventure Island;NES;Mediocre;5.5;Platformer;N;2007
Adventure Island;Wii;Mediocre;5.5;Platformer;N;2007
Sonic Rush Adventure;Nintendo DS;Great;8;Action;N;2007
Carnival Games;Wii;Okay;6.5;Action;N;2007
Ghouls 'N Ghosts;Genesis;Good;7.5;Action;N;2007
Ghouls 'N Ghosts;Wii;Good;7.5;Action;N;2007
Super Sketcher;Wireless;Good;7.5;;N;2007
Guilty Gear XX Accent Core;PlayStation 2;Great;8.5;Fighting;Y;2007
Sherlock Holmes: The Awakened;PC;Great;8.1;Adventure;N;2007
Guild Wars: Eye of the North;PC;Good;7.9;RPG;N;2007
Landstalker: The Treasures of King Nole;Genesis;Good;7.5;RPG;N;2007
Kengo: Legend of the 9;Xbox 360;Awful;3.5;Fighting/Adventure;N;2007
Tiger Woods PGA Tour 08;PlayStation Portable;Good;7.5;Sports;N;2007
Critter Crunch;Wireless;Amazing;9;-;Y;2007
Blazing Angels 2: Secret Missions of WWII;PC;Great;8;Flight/Action;N;2007
Capone Casino II;Wireless;Great;8;Casino;Y;2007
The Legend of Zelda: Phantom Hourglass;Nintendo DS;Amazing;9;Action/Adventure;Y;2007
Streets of Rage 3;Wii;Great;8;Action;N;2007
White House Rumble;Wireless;Good;7.5;Action;N;2007
Legend of Hero Tonma;Wii;Okay;6.5;Action;N;2007
Legend of Hero Tonma;TurboGrafx-16;Okay;6.5;Action;N;2007
The Incredible Machine;Wireless;Great;8;Puzzle;N;2007
Digimon World: Data Squad;PlayStation 2;Awful;3.5;RPG;N;2007
Halo 3;Xbox 360;Amazing;9.5;Shooter;Y;2007
Jackass: The Game;PlayStation Portable;Okay;6.8;Action;N;2007
Jackass: The Game;PlayStation 2;Okay;6;Action;N;2007
Castlevania: Order of Shadows;Wireless;Okay;6.7;Action;N;2007
Blazing Angels 2: Secret Missions of WWII;Xbox 360;Great;8;Flight/Action;N;2007
Pool Party;Wii;Painful;2.4;Sports;N;2007
NHRA: Countdown to the Championship;PlayStation Portable;Good;7;Racing;N;2007
Shining in the Darkness;Wii;Good;7;RPG;N;2007
Juiced 2: Hot Import Nights;Xbox 360;Okay;6.8;Racing;N;2007
Jam Sessions;Nintendo DS;Great;8;Music;N;2007
John Woo Presents Stranglehold;PC;Great;8.1;Action/Adventure;N;2007
Snoopy the Flying Ace;Wireless;Good;7;Flight/Action;N;2007
NHL 2K8;PlayStation 3;Great;8;Sports;N;2007
Super Thunder Blade;Wii;Bad;4;Flight/Action;N;2007
Penguin Fever;Wireless;Good;7.3;Puzzle;N;2007
Warriors Orochi;Xbox 360;Okay;6.3;Action;N;2007
The Sims 2: Bon Voyage;PC;Great;8;Simulation;N;2007
Final Fantasy Tactics: The War of The Lions;PlayStation Portable;Amazing;9;Strategy/RPG;Y;2007
The Settlers: Rise of an Empire;PC;Okay;6.5;Strategy;N;2007
Brunswick Pro Bowling;Wii;Mediocre;5.5;Sports;N;2007
Cunning Fox Backgammon;Wireless;Okay;6;Board;N;2007
Company of Heroes: Opposing Fronts;PC;Great;8.8;Strategy;Y;2007
Undercover: Operation Wintersun;PC;Okay;6.5;Adventure;N;2007
Zoey 101: Field Trip Fiasco;Nintendo DS;Awful;3.5;Action;N;2007
Chameleon;Nintendo DS;Mediocre;5.5;Puzzle;N;2007
Snake Mayhem 2;Wireless;Good;7.5;Puzzle/Action;N;2007
Namco Museum DS;Nintendo DS;Good;7.2;Action/Compilation;N;2007
Go Fish!;Wireless;Okay;6.5;Card;N;2007
Geon: Emotions;Xbox 360;Okay;6.8;Puzzle/Action;N;2007
NBA '08;PlayStation Portable;Great;8.4;Sports;N;2007
Kirby's Avalanche;Super NES;Good;7.5;Puzzle;N;2007
Kirby's Avalanche;Wii;Good;7.5;Puzzle;N;2007
NBA '08;PlayStation 3;Good;7.5;Sports;N;2007
LocoRoco Cocoreccho!;PlayStation 3;Okay;6;Puzzle/Action;N;2007
Ducati World Championship;PC;Awful;3;Racing;N;2007
Galactic Assault: Prisoner of Power;PC;Okay;6.2;Strategy;N;2007
Halo 3 (Collector's Edition);Xbox 360;Amazing;9.5;Shooter;Y;2007
Juiced 2: Hot Import Nights;PlayStation 2;Okay;6.9;Racing;N;2007
Reggie Bush Pro Football 2008;Wireless;Good;7.2;Sports;N;2007
Halo 3 (Legendary Edition);Xbox 360;Amazing;9.5;Shooter;Y;2007
NHL 2K8;PlayStation 2;Okay;6.5;Sports;N;2007
Spelling Challenges and More!;Nintendo DS;Unbearable;1.5;Educational/Trivia;N;2007
NES Play Action Football;NES;Okay;6;Sports;N;2007
Dance Dance Revolution SuperNOVA 2;PlayStation 2;Good;7.3;Music;N;2007
NBA Live 08;PlayStation 2;Mediocre;5.5;Sports;N;2007
NBA '08;PlayStation 2;Okay;6;Sports;N;2007
Tetris Splash;Xbox 360;Okay;6;Puzzle;N;2007
Kachinko;Wireless;Good;7;Puzzle;N;2007
Super Mario Bros.: The Lost Levels;Wii;Great;8.5;Platformer;Y;2007
NBA Live 08;PlayStation 3;Okay;6.9;Sports;N;2007
Dragon Blade: Wrath of Fire;Wii;Mediocre;5.6;Action;N;2007
Are You Smarter Than a 5th Grader?;Wireless;Good;7.5;Trivia;N;2007
Hot PXL;PlayStation Portable;Bad;4.9;Action;N;2007
Fatal Fury;NeoGeo;Good;7;Fighting;N;2007
Spider-Man: Friend or Foe;Wii;Bad;4.9;Action;N;2007
MLB Power Pros;PlayStation 2;Great;8.4;Sports/Action;Y;2007
Folklore;PlayStation 3;Amazing;9;Adventure;Y;2007
NBA 2K8;Xbox 360;Good;7.9;Sports;N;2007
NBA Live 08;Xbox 360;Okay;6.9;Sports;N;2007
Syphon Filter: Logan's Shadow;PlayStation Portable;Amazing;9.5;Shooter;Y;2007
I Spy: Fun House;Nintendo DS;Mediocre;5;Action;N;2007
NBA 2K8;PlayStation 3;Good;7.9;Sports;N;2007
Fatal Fury;Wii;Good;7;Fighting;N;2007
Hot Wheels: Beat That!;Xbox 360;Awful;3.5;Racing;N;2007
Hot Wheels: Beat That!;PlayStation 2;Awful;3.3;Racing;N;2007
MLB Power Pros;Wii;Great;8.4;Sports/Action;Y;2007
Project Gotham Racing 4;Xbox 360;Great;8.1;Racing;N;2007
Diner Dash 2;Wireless;Great;8;Action;Y;2007
Balls of Fury;Nintendo DS;Okay;6.5;Sports;N;2007
Enemy Territory: Quake Wars;PC;Great;8.5;Shooter;Y;2007
Chibi-Robo: Park Patrol;Nintendo DS;Good;7.8;Action;N;2007
The Sims Bowling;Wireless;Good;7;Sports;N;2007
Sin and Punishment: Successor to the Earth;Wii;Amazing;9;Shooter;Y;2007
CSI: Miami;Wireless;Great;8.5;Strategy;Y;2007
FlatOut: Ultimate Carnage;Xbox 360;Great;8.5;Racing;Y;2007
Anubis II;Wii;Painful;2;Adventure;N;2007
Spider-Man: Friend or Foe;Xbox 360;Bad;4.9;Action;N;2007
Delta Force;Wireless;Good;7;Action;N;2007
Spider-Man: Friend or Foe;PlayStation Portable;Bad;4.9;Action;N;2007
Star Wars Battlefront: Renegade Squadron;PlayStation Portable;Good;7.9;Shooter;N;2007
Line Rider Mobile;Wireless;Great;8.2;Puzzle;Y;2007
Spider-Man: Friend or Foe;PlayStation 2;Bad;4.9;Action;N;2007
.hack//G.U. Vol. 3: Redemption;PlayStation 2;Mediocre;5.5;RPG;N;2007
Spider-Man: Friend or Foe;PC;Bad;4.9;Action;N;2007
The Chosen-- Well of Souls;PC;Bad;4.5;Action/RPG;N;2007
.hack//G.U. Vol. 1: Rebirth;PlayStation 2;Mediocre;5;RPG;N;2007
NBA 2K8;PlayStation 2;Good;7.5;Sports;N;2007
.hack//G.U. Vol. 2: Reminisce;PlayStation 2;Mediocre;5.5;RPG;N;2007
NASCAR 08;PlayStation 2;Mediocre;5.5;Racing;N;2007
NES Play Action Football;Wii;Okay;6;Sports;N;2007
Go! Sports Ski;PlayStation 3;Painful;2.1;Sports;N;2007
Backyard Hockey;Nintendo DS;Bad;4;Sports;N;2007
Thrillville: Off the Rails;Nintendo DS;Bad;4.5;Simulation;N;2007
Tony Hawk's Proving Ground;PlayStation 3;Good;7.1;Sports;N;2007
Tony Hawk's Proving Ground;Nintendo DS;Great;8;Sports;N;2007
Thrillville: Off the Rails;Wii;Good;7.8;Simulation;N;2007
Nancy Drew: Legend of the Crystal Skull;PC;Good;7.5;Adventure;N;2007
Tony Hawk's Proving Ground;Xbox 360;Good;7.1;Sports;N;2007
Thrillville: Off the Rails;PC;Good;7.9;Simulation;N;2007
Thrillville: Off the Rails;PlayStation Portable;Good;7.6;Simulation;N;2007
Thrillville: Off the Rails;PlayStation 2;Good;7.8;Simulation;N;2007
Mercury Meltdown Revolution;Wii;Good;7.5;Puzzle/Action;N;2007
Everyday Shooter;PlayStation 3;Good;7.9;Shooter;N;2007
Puzzle Quest: Challenge of the Warlords;Xbox 360;Amazing;9;Puzzle;Y;2007
Crash of the Titans;Nintendo DS;Great;8;Action;N;2007
FIFA Soccer 08;PlayStation 3;Good;7.9;Sports;N;2007
FIFA Soccer 08;Xbox 360;Good;7.9;Sports;N;2007
Ninja Gaiden II: The Dark Sword of Chaos;NES;Great;8.5;Action;Y;2007
Rockstar Games Presents Table Tennis;Wii;Good;7.8;Sports;N;2007
Ninja Gaiden II: The Dark Sword of Chaos;Wii;Great;8.5;Action;Y;2007
Crash of the Titans;Xbox 360;Okay;6.5;Action;N;2007
Thrillville: Off the Rails;Xbox 360;Good;7.9;Simulation;N;2007
Heroes of Might and Magic V: Tribes of The East;PC;Good;7.9;Strategy;N;2007
Balls of Fury;Wii;Unbearable;1.2;Sports;N;2007
Biker Mice From Mars;Nintendo DS;Awful;3;Racing/Action;N;2007
The Legend of Spyro: The Eternal Night;Nintendo DS;Mediocre;5.5;Platformer;N;2007
Crash of the Titans;Wii;Okay;6.5;Action;N;2007
Dewy's Adventure;Wii;Okay;6.8;Action/Adventure;N;2007
Animates;Nintendo DS;Painful;2;Action;N;2007
Petz;Wireless;Great;8.5;Simulation;Y;2007
Looney Tunes: Duck Amuck;Nintendo DS;Okay;6;Action;N;2007
World Heroes;Wii;Okay;6;Fighting;N;2007
Team Fortress 2;PC;Great;8.9;Shooter;Y;2007
Yu-Gi-Oh! GX Tag Force 2;PlayStation Portable;Okay;6;Strategy;N;2007
SEGA Rally Revo;PlayStation 3;Great;8;Racing;N;2007
Loki: Heroes of Mythology;PC;Okay;6;Action/RPG;N;2007
Shinobi III: Return of the Ninja Master;Wii;Great;8;Action;N;2007
Math Play;Nintendo DS;Awful;3;Educational/Puzzle;N;2007
Garfield's Nightmare;Nintendo DS;Good;7;Action;N;2007
World Series of Poker 2008: Battle for the Bracelets;PlayStation 2;Good;7.9;Card;N;2007
Puzzle Quest: Challenge of the Warlords;PC;Great;8.6;Puzzle;N;2007
Crash of the Titans;PlayStation 2;Okay;6.5;Action;N;2007
Every Extend Extra Extreme;Xbox 360;Great;8.5;Shooter;Y;2007
Donkey Kong Barrel Blast;Wii;Bad;4.5;Racing/Action;N;2007
American Popstar: Road to Celebrity;Wireless;Amazing;9;Simulation;Y;2007
Flash Focus: Vision Training in Minutes a Day;Nintendo DS;Mediocre;5.5;Educational;N;2007
Neverwinter Nights 2: Mask of the Betrayer;PC;Great;8.5;RPG;Y;2007
The Orange Box;PC;Amazing;9.5;Compilation/Compilation;Y;2007
Half-Life 2: Episode Two;PC;Amazing;9.4;Shooter;Y;2007
Portal;PC;Great;8.2;Shooter;N;2007
Professional Fisherman's Tour: Northern Hemisphere;Nintendo DS;Bad;4.5;Hunting;N;2007
The Orange Box;Xbox 360;Amazing;9.5;Compilation;Y;2007
NBA Live 08;PlayStation Portable;Good;7.3;Sports;N;2007
SEGA Rally Revo;PC;Great;8;Racing;N;2007
Holly Hobbie & Friends;Nintendo DS;Bad;4;Party;N;2007
Omega Squadron: Annihilation 3D;Wireless;Good;7.7;Shooter;N;2007
Tarr Chronicles;PC;Good;7;Simulation;N;2007
World Series of Poker 2008: Battle for the Bracelets;Xbox 360;Good;7.9;Card;N;2007
Turbo Jet Ski 3D;Wireless;Great;8;Sports;N;2007
World Series of Poker 2008: Battle for the Bracelets;PlayStation 3;Good;7.9;Card;N;2007
7 Wonders of the Ancient World;Nintendo DS;Okay;6.5;Puzzle;N;2007
Nancy Drew: The Deadly Secret of Olde World Park;Nintendo DS;Good;7;Adventure;N;2007
SEGA Rally Revo;Xbox 360;Great;8;Racing;N;2007
NBA Live 08;Wii;Bad;4.9;Sports;N;2007
Hot Wheels: Beat That!;Wii;Awful;3.3;Racing;N;2007
Original Frisbee Disc Sports: Ultimate & Golf;Nintendo DS;Painful;2;Sports;N;2007
Spider-Man: Friend or Foe;Wii;Bad;4.9;Action;N;2007
Animal Genius;Nintendo DS;Okay;6.5;Educational/Simulation;N;2007
The Eye of Judgment;PlayStation 3;Great;8;Card/Battle;N;2007
Neutopia II;Wii;Good;7.5;Action/RPG;N;2007
Neutopia II;TurboGrafx-16;Good;7.5;Adventure;N;2007
Heroes: The Mobile Game;Wireless;Great;8;Action;Y;2007
Spider-Man: Friend or Foe;Nintendo DS;Bad;4.9;Action;N;2007
Beautiful Katamari;Xbox 360;Good;7.8;Action;N;2007
FIFA Soccer 08;PlayStation 2;Great;8.7;Sports;N;2007
SEGA Rally Revo;PlayStation Portable;Good;7.8;Racing;N;2007
Mega Man ZX Advent;Nintendo DS;Great;8;Platformer;N;2007
Cabela's Trophy Bucks;PlayStation 2;Mediocre;5.3;Hunting;N;2007
Tony Hawk's Proving Ground;PlayStation 2;Okay;6.9;Sports;N;2007
